'tnewton'	'teagan newton'	'tnewton@u.rochester.edu'	'1989'
'ghawkins'	'gabriel hawkins'	'ghawkins@u.rochester.edu'	'1991'
'bdillard'	'briella dillard'	'bdillard@u.rochester.edu'	'1994'
'aingram'	'adrian ingram'	'aingram@u.rochester.edu'	'1994'
'ksears'	'kourtney sears'	'ksears@u.rochester.edu'	'1988'
'gneal'	'gabriel neal'	'gneal@u.rochester.edu'	'1991'
'mshepard'	'mikaela shepard'	'mshepard@u.rochester.edu'	'1994'
'amoody'	'abdiel moody'	'amoody@u.rochester.edu'	'1992'
'zmacdonald'	'zayden macdonald'	'zmacdonald@u.rochester.edu'	'1990'
'showell'	'sawyer howell'	'showell@u.rochester.edu'	'1994'
'kstanton'	'kourtney stanton'	'kstanton@u.rochester.edu'	'1996'
'tgibson'	'tiana gibson'	'tgibson@u.rochester.edu'	'1991'
'djoseph'	'demarcus joseph'	'djoseph@u.rochester.edu'	'1991'
'bhuff'	'brentley huff'	'bhuff@u.rochester.edu'	'1995'
'dsimmons'	'derrick simmons'	'dsimmons@u.rochester.edu'	'1988'
'nsanchez'	'nathalie sanchez'	'nsanchez@u.rochester.edu'	'1992'
'ashannon'	'aliya shannon'	'ashannon@u.rochester.edu'	'1994'
'rvalencia'	'rachel valencia'	'rvalencia@u.rochester.edu'	'1994'
'rsnyder'	'rylan snyder'	'rsnyder@u.rochester.edu'	'1989'
'nking'	'nahla king'	'nking@u.rochester.edu'	'1990'
'ncooley'	'nash cooley'	'ncooley@u.rochester.edu'	'1992'
'rreid'	'rylan reid'	'rreid@u.rochester.edu'	'1991'
'banthony'	'blair anthony'	'banthony@u.rochester.edu'	'1995'
'ehuber'	'everly huber'	'ehuber@u.rochester.edu'	'1990'
'lfinley'	'lilly finley'	'lfinley@u.rochester.edu'	'1994'
'vrich'	'victor rich'	'vrich@u.rochester.edu'	'1988'
'lpatel'	'leona patel'	'lpatel@u.rochester.edu'	'1991'
'ghatfield'	'gwendolyn hatfield'	'ghatfield@u.rochester.edu'	'1989'
'jblake'	'judah blake'	'jblake@u.rochester.edu'	'1993'
'nmayer'	'nylah mayer'	'nmayer@u.rochester.edu'	'1991'
'elawson'	'ernest lawson'	'elawson@u.rochester.edu'	'1988'
'ccarpenter'	'caylee carpenter'	'ccarpenter@u.rochester.edu'	'1989'
'wreid'	'wyatt reid'	'wreid@u.rochester.edu'	'1996'
'adennis'	'ayla dennis'	'adennis@u.rochester.edu'	'1991'
'mortega'	'marie ortega'	'mortega@u.rochester.edu'	'1988'
'egibbs'	'efrain gibbs'	'egibbs@u.rochester.edu'	'1993'
'aduffy'	'anaya duffy'	'aduffy@u.rochester.edu'	'1994'
'asalinas'	'alexzander salinas'	'asalinas@u.rochester.edu'	'1992'
'rbenson'	'ricardo benson'	'rbenson@u.rochester.edu'	'1990'
'bfinley'	'briella finley'	'bfinley@u.rochester.edu'	'1993'
'koneill'	'karsyn oneill'	'koneill@u.rochester.edu'	'1991'
'ecummings'	'elias cummings'	'ecummings@u.rochester.edu'	'1995'
'jpope'	'jamar pope'	'jpope@u.rochester.edu'	'1990'
'cadkins'	'camilo adkins'	'cadkins@u.rochester.edu'	'1992'
'khamilton'	'kylee hamilton'	'khamilton@u.rochester.edu'	'1989'
'jwebster'	'jade webster'	'jwebster@u.rochester.edu'	'1992'
'arobertson'	'ally robertson'	'arobertson@u.rochester.edu'	'1994'
'kchan'	'kristian chan'	'kchan@u.rochester.edu'	'1990'
'awilder'	'ashley wilder'	'awilder@u.rochester.edu'	'1989'
'aharding'	'adelina harding'	'aharding@u.rochester.edu'	'1991'
'ybarry'	'yael barry'	'ybarry@u.rochester.edu'	'1993'
'mhampton'	'malaki hampton'	'mhampton@u.rochester.edu'	'1988'
'orosales'	'orlando rosales'	'orosales@u.rochester.edu'	'1995'
'dsargent'	'derick sargent'	'dsargent@u.rochester.edu'	'1991'
'gnixon'	'gunner nixon'	'gnixon@u.rochester.edu'	'1995'
'brichardson'	'brooklyn richardson'	'brichardson@u.rochester.edu'	'1994'
'dburks'	'davian burks'	'dburks@u.rochester.edu'	'1992'
'erichardson'	'erica richardson'	'erichardson@u.rochester.edu'	'1992'
'iperry'	'isaias perry'	'iperry@u.rochester.edu'	'1991'
'dmelton'	'darryl melton'	'dmelton@u.rochester.edu'	'1989'
'clewis'	'camryn lewis'	'clewis@u.rochester.edu'	'1995'
'bbrown'	'barrett brown'	'bbrown@u.rochester.edu'	'1994'
'chouse'	'cara house'	'chouse@u.rochester.edu'	'1990'
'lbernard'	'layton bernard'	'lbernard@u.rochester.edu'	'1996'
'emoss'	'edwin moss'	'emoss@u.rochester.edu'	'1994'
'cboyd'	'caitlin boyd'	'cboyd@u.rochester.edu'	'1988'
'egarza'	'emanuel garza'	'egarza@u.rochester.edu'	'1995'
'smcmahon'	'stanley mcmahon'	'smcmahon@u.rochester.edu'	'1992'
'nbrooks'	'noemi brooks'	'nbrooks@u.rochester.edu'	'1992'
'jcash'	'jade cash'	'jcash@u.rochester.edu'	'1996'
'kchang'	'kolton chang'	'kchang@u.rochester.edu'	'1992'
'tkirk'	'terry kirk'	'tkirk@u.rochester.edu'	'1995'
'aterry'	'autumn terry'	'aterry@u.rochester.edu'	'1988'
'kshepherd'	'kash shepherd'	'kshepherd@u.rochester.edu'	'1990'
'jcarson'	'jaylin carson'	'jcarson@u.rochester.edu'	'1992'
'lhyde'	'lana hyde'	'lhyde@u.rochester.edu'	'1994'
'kballard'	'kaeden ballard'	'kballard@u.rochester.edu'	'1996'
'arichmond'	'antoine richmond'	'arichmond@u.rochester.edu'	'1988'
'tlara'	'tommy lara'	'tlara@u.rochester.edu'	'1989'
'cconway'	'coraline conway'	'cconway@u.rochester.edu'	'1992'
'rclements'	'rohan clements'	'rclements@u.rochester.edu'	'1992'
'lgordon'	'leandro gordon'	'lgordon@u.rochester.edu'	'1990'
'jstrong'	'jack strong'	'jstrong@u.rochester.edu'	'1990'
'jdeleon'	'jack deleon'	'jdeleon@u.rochester.edu'	'1989'
'mtodd'	'myla todd'	'mtodd@u.rochester.edu'	'1988'
'ahinton'	'ally hinton'	'ahinton@u.rochester.edu'	'1993'
'jshaw'	'jerome shaw'	'jshaw@u.rochester.edu'	'1990'
'llangley'	'laylah langley'	'llangley@u.rochester.edu'	'1990'
'lyates'	'linda yates'	'lyates@u.rochester.edu'	'1988'
'crivera'	'callen rivera'	'crivera@u.rochester.edu'	'1992'
'santhony'	'sidney anthony'	'santhony@u.rochester.edu'	'1991'
'zstewart'	'zion stewart'	'zstewart@u.rochester.edu'	'1994'
'vhampton'	'valerie hampton'	'vhampton@u.rochester.edu'	'1992'
'ssmall'	'sebastian small'	'ssmall@u.rochester.edu'	'1992'
'vlopez'	'virginia lopez'	'vlopez@u.rochester.edu'	'1996'
'bwhite'	'bianca white'	'bwhite@u.rochester.edu'	'1995'
'kwooten'	'king wooten'	'kwooten@u.rochester.edu'	'1991'
'lgilmore'	'lilah gilmore'	'lgilmore@u.rochester.edu'	'1990'
'ejoseph'	'emmalyn joseph'	'ejoseph@u.rochester.edu'	'1994'
'cdiaz'	'chase diaz'	'cdiaz@u.rochester.edu'	'1994'
'cbarker'	'conrad barker'	'cbarker@u.rochester.edu'	'1989'
'mshort'	'misael short'	'mshort@u.rochester.edu'	'1994'
'tratliff'	'temperance ratliff'	'tratliff@u.rochester.edu'	'1988'
'cmoran'	'carmelo moran'	'cmoran@u.rochester.edu'	'1994'
'rmorgan'	'rohan morgan'	'rmorgan@u.rochester.edu'	'1993'
'jfuentes'	'joziah fuentes'	'jfuentes@u.rochester.edu'	'1995'
'rleonard'	'reid leonard'	'rleonard@u.rochester.edu'	'1988'
'asherman'	'alaysia sherman'	'asherman@u.rochester.edu'	'1993'
'mmathis'	'marisol mathis'	'mmathis@u.rochester.edu'	'1988'
'lhodge'	'libby hodge'	'lhodge@u.rochester.edu'	'1993'
'jweeks'	'johan weeks'	'jweeks@u.rochester.edu'	'1992'
'ehicks'	'ernesto hicks'	'ehicks@u.rochester.edu'	'1992'
'hallison'	'hailee allison'	'hallison@u.rochester.edu'	'1996'
'jcurtis'	'jorge curtis'	'jcurtis@u.rochester.edu'	'1988'
'astanley'	'axton stanley'	'astanley@u.rochester.edu'	'1995'
'cwall'	'chelsea wall'	'cwall@u.rochester.edu'	'1990'
'jfrancis'	'joshua francis'	'jfrancis@u.rochester.edu'	'1992'
'ngallegos'	'natalie gallegos'	'ngallegos@u.rochester.edu'	'1996'
'nmayer'	'nevaeh mayer'	'nmayer@u.rochester.edu'	'1989'
'rmiles'	'rylan miles'	'rmiles@u.rochester.edu'	'1991'
'kbernard'	'king bernard'	'kbernard@u.rochester.edu'	'1996'
'fdiaz'	'francis diaz'	'fdiaz@u.rochester.edu'	'1991'
'mcopeland'	'marc copeland'	'mcopeland@u.rochester.edu'	'1990'
'lrichards'	'lailah richards'	'lrichards@u.rochester.edu'	'1988'
'jpeterson'	'jared peterson'	'jpeterson@u.rochester.edu'	'1996'
'cjacobs'	'charity jacobs'	'cjacobs@u.rochester.edu'	'1993'
'dhood'	'diego hood'	'dhood@u.rochester.edu'	'1991'
'lprince'	'leonard prince'	'lprince@u.rochester.edu'	'1995'
'rshort'	'rhett short'	'rshort@u.rochester.edu'	'1993'
'bgarcia'	'brady garcia'	'bgarcia@u.rochester.edu'	'1991'
'aherrera'	'avery herrera'	'aherrera@u.rochester.edu'	'1996'
'pclayton'	'paityn clayton'	'pclayton@u.rochester.edu'	'1994'
'jvega'	'jaylynn vega'	'jvega@u.rochester.edu'	'1991'
'mcline'	'miles cline'	'mcline@u.rochester.edu'	'1990'
'bshannon'	'bridger shannon'	'bshannon@u.rochester.edu'	'1990'
'kcharles'	'katie charles'	'kcharles@u.rochester.edu'	'1995'
'vcooke'	'viviana cooke'	'vcooke@u.rochester.edu'	'1992'
'jhodge'	'jaylen hodge'	'jhodge@u.rochester.edu'	'1993'
'drush'	'deandre rush'	'drush@u.rochester.edu'	'1995'
'cneal'	'cecilia neal'	'cneal@u.rochester.edu'	'1988'
'msnider'	'matias snider'	'msnider@u.rochester.edu'	'1991'
'amonroe'	'addilyn monroe'	'amonroe@u.rochester.edu'	'1992'
'bdelaney'	'brooklynn delaney'	'bdelaney@u.rochester.edu'	'1990'
'uleblanc'	'ulises leblanc'	'uleblanc@u.rochester.edu'	'1992'
'gkline'	'giovanni kline'	'gkline@u.rochester.edu'	'1995'
'jfrederick'	'joy frederick'	'jfrederick@u.rochester.edu'	'1992'
'orasmussen'	'olive rasmussen'	'orasmussen@u.rochester.edu'	'1990'
'jsmall'	'jaqueline small'	'jsmall@u.rochester.edu'	'1988'
'amacdonald'	'adrianna macdonald'	'amacdonald@u.rochester.edu'	'1989'
'eriggs'	'eve riggs'	'eriggs@u.rochester.edu'	'1991'
'vcrosby'	'valentin crosby'	'vcrosby@u.rochester.edu'	'1988'
'mestrada'	'malik estrada'	'mestrada@u.rochester.edu'	'1995'
'kmiranda'	'kaia miranda'	'kmiranda@u.rochester.edu'	'1994'
'rreid'	'ronan reid'	'rreid@u.rochester.edu'	'1995'
'amcgee'	'alden mcgee'	'amcgee@u.rochester.edu'	'1993'
'mknowles'	'madilynn knowles'	'mknowles@u.rochester.edu'	'1991'
'awelch'	'ariella welch'	'awelch@u.rochester.edu'	'1994'
'rhiggins'	'rory higgins'	'rhiggins@u.rochester.edu'	'1996'
'tmcguire'	'terry mcguire'	'tmcguire@u.rochester.edu'	'1996'
'wvillarreal'	'wendy villarreal'	'wvillarreal@u.rochester.edu'	'1993'
'josborn'	'jaliyah osborn'	'josborn@u.rochester.edu'	'1993'
'tguy'	'temperance guy'	'tguy@u.rochester.edu'	'1991'
'madkins'	'maxwell adkins'	'madkins@u.rochester.edu'	'1990'
'afrost'	'amy frost'	'afrost@u.rochester.edu'	'1989'
'acarr'	'alijah carr'	'acarr@u.rochester.edu'	'1996'
'rkoch'	'rihanna koch'	'rkoch@u.rochester.edu'	'1992'
'tdelaney'	'tara delaney'	'tdelaney@u.rochester.edu'	'1992'
'mgardner'	'moises gardner'	'mgardner@u.rochester.edu'	'1993'
'kbird'	'katie bird'	'kbird@u.rochester.edu'	'1992'
'kchen'	'kenny chen'	'kchen@u.rochester.edu'	'1994'
'csweet'	'clare sweet'	'csweet@u.rochester.edu'	'1991'
'ajones'	'allan jones'	'ajones@u.rochester.edu'	'1988'
'dbooth'	'dulce booth'	'dbooth@u.rochester.edu'	'1991'
'davery'	'declan avery'	'davery@u.rochester.edu'	'1995'
'bhardy'	'braylee hardy'	'bhardy@u.rochester.edu'	'1996'
'ehouse'	'esteban house'	'ehouse@u.rochester.edu'	'1990'
'jjackson'	'jasiah jackson'	'jjackson@u.rochester.edu'	'1994'
'bgallegos'	'brianna gallegos'	'bgallegos@u.rochester.edu'	'1990'
'bgillespie'	'boston gillespie'	'bgillespie@u.rochester.edu'	'1988'
'ebarr'	'emmaline barr'	'ebarr@u.rochester.edu'	'1993'
'jadams'	'jakayla adams'	'jadams@u.rochester.edu'	'1996'
'sforeman'	'savannah foreman'	'sforeman@u.rochester.edu'	'1990'
'sguerrero'	'sariah guerrero'	'sguerrero@u.rochester.edu'	'1989'
'wgonzales'	'wayne gonzales'	'wgonzales@u.rochester.edu'	'1992'
'ahoffman'	'anabella hoffman'	'ahoffman@u.rochester.edu'	'1995'
'zvelez'	'zahra velez'	'zvelez@u.rochester.edu'	'1994'
'dlang'	'derrick lang'	'dlang@u.rochester.edu'	'1994'
'nclarke'	'nayeli clarke'	'nclarke@u.rochester.edu'	'1994'
'cramsey'	'conor ramsey'	'cramsey@u.rochester.edu'	'1988'
'lkelly'	'lea kelly'	'lkelly@u.rochester.edu'	'1993'
'yferrell'	'yaretzi ferrell'	'yferrell@u.rochester.edu'	'1988'
'atownsend'	'augustus townsend'	'atownsend@u.rochester.edu'	'1990'
'jchan'	'julius chan'	'jchan@u.rochester.edu'	'1991'
'dcoffey'	'devon coffey'	'dcoffey@u.rochester.edu'	'1993'
'jobrien'	'jayde obrien'	'jobrien@u.rochester.edu'	'1995'
'kbass'	'kole bass'	'kbass@u.rochester.edu'	'1995'
'esoto'	'erik soto'	'esoto@u.rochester.edu'	'1993'
'ddorsey'	'darian dorsey'	'ddorsey@u.rochester.edu'	'1994'
'jphelps'	'julianne phelps'	'jphelps@u.rochester.edu'	'1995'
'qsykes'	'quentin sykes'	'qsykes@u.rochester.edu'	'1992'
'hhammond'	'hana hammond'	'hhammond@u.rochester.edu'	'1990'
'tshaffer'	'tyree shaffer'	'tshaffer@u.rochester.edu'	'1995'
'tfrench'	'taraji french'	'tfrench@u.rochester.edu'	'1995'
'elyons'	'emma lyons'	'elyons@u.rochester.edu'	'1991'
'kkeith'	'kieran keith'	'kkeith@u.rochester.edu'	'1995'
'gcamacho'	'gabriel camacho'	'gcamacho@u.rochester.edu'	'1996'
'jlindsay'	'julian lindsay'	'jlindsay@u.rochester.edu'	'1988'
'rdonovan'	'ryder donovan'	'rdonovan@u.rochester.edu'	'1991'
'jterrell'	'jane terrell'	'jterrell@u.rochester.edu'	'1994'
'cgarza'	'colten garza'	'cgarza@u.rochester.edu'	'1993'
'ccaldwell'	'cheyanne caldwell'	'ccaldwell@u.rochester.edu'	'1995'
'mstephens'	'myles stephens'	'mstephens@u.rochester.edu'	'1991'
'aandrews'	'addison andrews'	'aandrews@u.rochester.edu'	'1993'
'tpollard'	'tatum pollard'	'tpollard@u.rochester.edu'	'1992'
'hclemons'	'halle clemons'	'hclemons@u.rochester.edu'	'1995'
'mmosley'	'mitchell mosley'	'mmosley@u.rochester.edu'	'1996'
'mfleming'	'marilyn fleming'	'mfleming@u.rochester.edu'	'1993'
'knoble'	'kylee noble'	'knoble@u.rochester.edu'	'1989'
'afranks'	'analia franks'	'afranks@u.rochester.edu'	'1988'
'jmoore'	'juniper moore'	'jmoore@u.rochester.edu'	'1988'
'cmontoya'	'chase montoya'	'cmontoya@u.rochester.edu'	'1993'
'lfloyd'	'lesly floyd'	'lfloyd@u.rochester.edu'	'1991'
'rshelton'	'reese shelton'	'rshelton@u.rochester.edu'	'1992'
'cmitchell'	'cristopher mitchell'	'cmitchell@u.rochester.edu'	'1990'
'zneal'	'zion neal'	'zneal@u.rochester.edu'	'1989'
'pfinley'	'paisley finley'	'pfinley@u.rochester.edu'	'1990'
'mbridges'	'markus bridges'	'mbridges@u.rochester.edu'	'1989'
'ahumphrey'	'amara humphrey'	'ahumphrey@u.rochester.edu'	'1988'
'cmann'	'carson mann'	'cmann@u.rochester.edu'	'1993'
'mdavidson'	'miranda davidson'	'mdavidson@u.rochester.edu'	'1994'
'atalley'	'ainsley talley'	'atalley@u.rochester.edu'	'1990'
'mschmidt'	'matthias schmidt'	'mschmidt@u.rochester.edu'	'1994'
'hcarroll'	'heidi carroll'	'hcarroll@u.rochester.edu'	'1992'
'aserrano'	'alexia serrano'	'aserrano@u.rochester.edu'	'1988'
'mwiggins'	'madalynn wiggins'	'mwiggins@u.rochester.edu'	'1990'
'hball'	'harper ball'	'hball@u.rochester.edu'	'1994'
'ibritt'	'isla britt'	'ibritt@u.rochester.edu'	'1990'
'kpeck'	'kayden peck'	'kpeck@u.rochester.edu'	'1993'
'lmcmahon'	'leroy mcmahon'	'lmcmahon@u.rochester.edu'	'1989'
'grose'	'garrett rose'	'grose@u.rochester.edu'	'1996'
'nlott'	'norah lott'	'nlott@u.rochester.edu'	'1991'
'lcleveland'	'lana cleveland'	'lcleveland@u.rochester.edu'	'1988'
'asandoval'	'abel sandoval'	'asandoval@u.rochester.edu'	'1989'
'bsykes'	'bayleigh sykes'	'bsykes@u.rochester.edu'	'1990'
'jodom'	'jaycob odom'	'jodom@u.rochester.edu'	'1993'
'cwalton'	'cecilia walton'	'cwalton@u.rochester.edu'	'1989'
'kboone'	'karlie boone'	'kboone@u.rochester.edu'	'1989'
'pwinters'	'princeton winters'	'pwinters@u.rochester.edu'	'1995'
'mcolon'	'maya colon'	'mcolon@u.rochester.edu'	'1993'
'amcgowan'	'ashtyn mcgowan'	'amcgowan@u.rochester.edu'	'1991'
'klopez'	'karlie lopez'	'klopez@u.rochester.edu'	'1990'
'lrowe'	'leonard rowe'	'lrowe@u.rochester.edu'	'1994'
'apitts'	'alivia pitts'	'apitts@u.rochester.edu'	'1992'
'czimmerman'	'coleman zimmerman'	'czimmerman@u.rochester.edu'	'1995'
'snavarro'	'sara navarro'	'snavarro@u.rochester.edu'	'1992'
'slang'	'sylas lang'	'slang@u.rochester.edu'	'1992'
'gratliff'	'grant ratliff'	'gratliff@u.rochester.edu'	'1993'
'asingleton'	'ann singleton'	'asingleton@u.rochester.edu'	'1988'
'jweber'	'josie weber'	'jweber@u.rochester.edu'	'1988'
'aflowers'	'ashlyn flowers'	'aflowers@u.rochester.edu'	'1992'
'lguthrie'	'leah guthrie'	'lguthrie@u.rochester.edu'	'1988'
'syang'	'samir yang'	'syang@u.rochester.edu'	'1994'
'lmerritt'	'lia merritt'	'lmerritt@u.rochester.edu'	'1988'
'yeaton'	'yamileth eaton'	'yeaton@u.rochester.edu'	'1992'
'afranco'	'allison franco'	'afranco@u.rochester.edu'	'1995'
'khill'	'kieran hill'	'khill@u.rochester.edu'	'1988'
'llittle'	'lorelei little'	'llittle@u.rochester.edu'	'1994'
'gtucker'	'gabriel tucker'	'gtucker@u.rochester.edu'	'1993'
'fspencer'	'finn spencer'	'fspencer@u.rochester.edu'	'1994'
'kburton'	'kole burton'	'kburton@u.rochester.edu'	'1993'
'achambers'	'angelique chambers'	'achambers@u.rochester.edu'	'1991'
'achristian'	'aiyana christian'	'achristian@u.rochester.edu'	'1992'
'bpena'	'beckett pena'	'bpena@u.rochester.edu'	'1995'
'ppayne'	'pedro payne'	'ppayne@u.rochester.edu'	'1994'
'zbridges'	'zaiden bridges'	'zbridges@u.rochester.edu'	'1989'
'jnewton'	'josue newton'	'jnewton@u.rochester.edu'	'1991'
'kbeard'	'kasey beard'	'kbeard@u.rochester.edu'	'1992'
'kfry'	'kamden fry'	'kfry@u.rochester.edu'	'1990'
'tjordan'	'talia jordan'	'tjordan@u.rochester.edu'	'1995'
'bbuchanan'	'brayan buchanan'	'bbuchanan@u.rochester.edu'	'1988'
'draymond'	'dalton raymond'	'draymond@u.rochester.edu'	'1992'
'rhardin'	'remy hardin'	'rhardin@u.rochester.edu'	'1992'
'lmccray'	'lesly mccray'	'lmccray@u.rochester.edu'	'1988'
'rhardin'	'roberto hardin'	'rhardin@u.rochester.edu'	'1996'
'kross'	'kristian ross'	'kross@u.rochester.edu'	'1992'
'tfischer'	'tiana fischer'	'tfischer@u.rochester.edu'	'1992'
'jhenry'	'juan henry'	'jhenry@u.rochester.edu'	'1989'
'mserrano'	'moses serrano'	'mserrano@u.rochester.edu'	'1996'
'slindsey'	'steve lindsey'	'slindsey@u.rochester.edu'	'1995'
'ukeller'	'uriel keller'	'ukeller@u.rochester.edu'	'1988'
'crowland'	'caroline rowland'	'crowland@u.rochester.edu'	'1993'
'gwade'	'graeme wade'	'gwade@u.rochester.edu'	'1989'
'ajordan'	'azariah jordan'	'ajordan@u.rochester.edu'	'1994'
'kjacobs'	'kevin jacobs'	'kjacobs@u.rochester.edu'	'1991'
'lbrennan'	'leighton brennan'	'lbrennan@u.rochester.edu'	'1991'
'kayala'	'kohen ayala'	'kayala@u.rochester.edu'	'1993'
'kgriffin'	'kimber griffin'	'kgriffin@u.rochester.edu'	'1992'
'pwashington'	'paulina washington'	'pwashington@u.rochester.edu'	'1992'
'eschneider'	'everly schneider'	'eschneider@u.rochester.edu'	'1991'
'zhobbs'	'zaiden hobbs'	'zhobbs@u.rochester.edu'	'1989'
'rjones'	'river jones'	'rjones@u.rochester.edu'	'1990'
'rharvey'	'river harvey'	'rharvey@u.rochester.edu'	'1991'
'cferguson'	'camryn ferguson'	'cferguson@u.rochester.edu'	'1990'
'graymond'	'greyson raymond'	'graymond@u.rochester.edu'	'1995'
'lmeyers'	'leah meyers'	'lmeyers@u.rochester.edu'	'1995'
'jhardy'	'jett hardy'	'jhardy@u.rochester.edu'	'1989'
'gparker'	'gunner parker'	'gparker@u.rochester.edu'	'1993'
'bhaley'	'brock haley'	'bhaley@u.rochester.edu'	'1991'
'macosta'	'malaysia acosta'	'macosta@u.rochester.edu'	'1996'
'nwagner'	'natalee wagner'	'nwagner@u.rochester.edu'	'1992'
'zmendoza'	'zavier mendoza'	'zmendoza@u.rochester.edu'	'1988'
'hdunlap'	'howard dunlap'	'hdunlap@u.rochester.edu'	'1991'
'rpatton'	'ruth patton'	'rpatton@u.rochester.edu'	'1993'
'pwillis'	'penelope willis'	'pwillis@u.rochester.edu'	'1994'
'dberry'	'delaney berry'	'dberry@u.rochester.edu'	'1988'
'kbentley'	'kenzie bentley'	'kbentley@u.rochester.edu'	'1990'
'kworkman'	'keagan workman'	'kworkman@u.rochester.edu'	'1992'
'lmyers'	'laylah myers'	'lmyers@u.rochester.edu'	'1995'
'abrady'	'ariana brady'	'abrady@u.rochester.edu'	'1993'
'ccrawford'	'camdyn crawford'	'ccrawford@u.rochester.edu'	'1992'
'ecotton'	'eden cotton'	'ecotton@u.rochester.edu'	'1988'
'jhood'	'jaliyah hood'	'jhood@u.rochester.edu'	'1991'
'byoung'	'bradley young'	'byoung@u.rochester.edu'	'1988'
'nballard'	'neil ballard'	'nballard@u.rochester.edu'	'1991'
'hmckay'	'harold mckay'	'hmckay@u.rochester.edu'	'1995'
'lcurtis'	'leah curtis'	'lcurtis@u.rochester.edu'	'1995'
'mmckee'	'marcos mckee'	'mmckee@u.rochester.edu'	'1993'
'dfaulkner'	'dominique faulkner'	'dfaulkner@u.rochester.edu'	'1994'
'jortega'	'jackson ortega'	'jortega@u.rochester.edu'	'1989'
'bhenson'	'bryce henson'	'bhenson@u.rochester.edu'	'1995'
'vgilliam'	'valentino gilliam'	'vgilliam@u.rochester.edu'	'1988'
'bbarry'	'branson barry'	'bbarry@u.rochester.edu'	'1988'
'rholland'	'rohan holland'	'rholland@u.rochester.edu'	'1988'
'bholmes'	'benjamin holmes'	'bholmes@u.rochester.edu'	'1990'
'gmonroe'	'galilea monroe'	'gmonroe@u.rochester.edu'	'1993'
